job_id,title,company,role_category,source,skill,skill_category
pythonorg_senior_python_developer_-_full_stack,Senior Python Developer - full stack,Senior Python Developer - full stack Trusted Carrier Logistik GmbH,Other,Python.org Scrape,R,Programming
pythonorg_senior_research_software_engineer_(multiphoton_mic,Senior Research Software Engineer (Multiphoton Microscopy),Senior Research Software Engineer (Multiphoton Microscopy) Sainsbury Wellcome Centre,Other,Python.org Scrape,R,Programming
pythonorg_senior_research_software_engineer_(neural_and_beha,Senior Research Software Engineer (Neural and Behavioural Data),Senior Research Software Engineer (Neural and Behavioural Data) Sainsbury Wellcome Centre,Other,Python.org Scrape,R,Programming
adzuna_5727244127,Senior Data Analyst,CGI,Data Analyst,Adzuna,R,Programming
adzuna_5727127354,Business Master Data Analyst,CGI,Data Analyst,Adzuna,R,Programming
adzuna_5725347208,Senior Alternatives Data Analyst,Marsh McLennan,Data Analyst,Adzuna,R,Programming
adzuna_5727961676,Statistician/Data Analyst - Data Insights and Decision Support,General Motors,Data Analyst,Adzuna,R,Programming
adzuna_5727604551,Senior Python Developer/Data Analyst - Capital Markets,Astra North Infoteck Inc.,Data Analyst,Adzuna,Python,Programming
adzuna_5727604551,Senior Python Developer/Data Analyst - Capital Markets,Astra North Infoteck Inc.,Data Analyst,Adzuna,R,Programming
adzuna_5727147767,MRO Business Analyst,CGI,Business Analyst,Adzuna,R,Programming
adzuna_5727746216,Senior Business Analyst,US Tech Solutions,Business Analyst,Adzuna,R,Programming
adzuna_5727249353,Portal Development Business Analyst,Jose Merciline,Business Analyst,Adzuna,R,Programming
adzuna_5727253996,Business Analyst / Scrum Master,Jose Merciline,Business Analyst,Adzuna,R,Programming
adzuna_5727189556,Senior Technical Business Analyst,Mitra Innovation,Business Analyst,Adzuna,R,Programming
adzuna_5727183731,Scrum Master and Business Analyst,Jose Merciline,Business Analyst,Adzuna,R,Programming
adzuna_5666145716,Sr. Data Scientist - GenAI,Manulife,Data Scientist,Adzuna,R,Programming
adzuna_5727242305,"Senior Data Scientist, GenAI",Fiddlehead Technology,Data Scientist,Adzuna,R,Programming
adzuna_5727272463,"Manager, Credit Strategy and Data Science",Royal Bank of Canada,Other,Adzuna,R,Programming
adzuna_5310150554,Faculty Member of Data Science (Limited Term),University of Fredericton,Other,Adzuna,R,Programming
adzuna_5702886621,Senior Data Scientist - Shopping Experience (Search),Instacart,Data Scientist,Adzuna,R,Programming
adzuna_5654012592,Full Stack Data Science Engineering Specialist,TD Bank,Other,Adzuna,R,Programming
adzuna_5653276020,Full Stack Data Science Engineering Specialist,TD Bank,Other,Adzuna,R,Programming
adzuna_5653276027,Sr. Full Stack Data Science Engineer,TD Bank,Other,Adzuna,R,Programming
adzuna_5719847804,Full Stack Data Science Engineering Specialist,TD,Other,Adzuna,R,Programming
adzuna_5727214882,Find Your Dream Job In IT - Get Matched!,Agentc It,Other,Adzuna,R,Programming
adzuna_5710222952,Senior Data Warehouse & Power BI Specialist,TEEMA,Other,Adzuna,R,Programming
adzuna_5710222952,Senior Data Warehouse & Power BI Specialist,TEEMA,Other,Adzuna,Power BI,Visualization
adzuna_5727115796,Data Engineer,Jose Merciline,Data Engineer,Adzuna,R,Programming
adzuna_5727357827,Data Engineer,Equest,Data Engineer,Adzuna,R,Programming
adzuna_5727920388,Senior Data Engineer,Alpaca,Data Engineer,Adzuna,R,Programming
adzuna_5727145768,Lead Data Engineer,CGI,Data Engineer,Adzuna,R,Programming
adzuna_5727745705,"Analyst, People Analytics & Workday",Insight Global,Data Analyst,Adzuna,R,Programming
adzuna_5727170782,Product Mgmt Analyst,Jose Merciline,Data Analyst,Adzuna,R,Programming
adzuna_5727268754,"Senior Manager, Data Analytics",Clarity Recruitment,Other,Adzuna,R,Programming
adzuna_5650465689,Principal Product & Program Manager — Digital Banking Transformation (Credit Unions),Aequilibrium Software,Other,Adzuna,R,Programming
adzuna_5650465689,Principal Product & Program Manager — Digital Banking Transformation (Credit Unions),Aequilibrium Software,Other,Adzuna,Git,Tools
adzuna_5727148882,"Analyst, Global Markets Corporate Banking",Bank of Montreal,Data Analyst,Adzuna,R,Programming
adzuna_5727116361,Senior Prospect Management Analyst,Queen's University,Data Analyst,Adzuna,R,Programming
remotive_2090883,"Marketing Manager, Content & AI Enablement",Expion Health,Other,Remotive,R,Programming
remotive_2090881,Business Transformation Lead,Expion Health,Other,Remotive,R,Programming
adzuna_5715365750,Senior Data Analyst,NearSource,Data Analyst,Adzuna,R,Programming
adzuna_5679989498,Procurement Data Analyst,PCL Construction,Data Analyst,Adzuna,R,Programming
adzuna_5728439068,Senior Data Analyst,Konrad,Data Analyst,Adzuna,R,Programming
adzuna_5690108493,Senior Data Analyst,Heartland Mutal Insurance,Data Analyst,Adzuna,R,Programming
adzuna_5732611350,Transactional Data Analyst,Agropur,Data Analyst,Adzuna,R,Programming
adzuna_5731755257,Software Data Analyst,Ameresco,Data Analyst,Adzuna,R,Programming
adzuna_5718161002,Senior Data Analyst,Turo,Data Analyst,Adzuna,R,Programming
adzuna_5731693631,Data Analyst - Switchgear,Industrial Electric Manufacturing,Data Analyst,Adzuna,R,Programming
adzuna_5724909168,Procurement Data Analyst Student,PCL Construction,Data Analyst,Adzuna,R,Programming
adzuna_5672771212,Data Analyst Capital Markets,Burgeon IT Services,Data Analyst,Adzuna,R,Programming
adzuna_5712032280,Remote Junior Data Analyst,Zonda Home,Data Analyst,Adzuna,R,Programming
adzuna_5697635079,Senior Business Data Analyst,Alberta Motor Association,Data Analyst,Adzuna,R,Programming
adzuna_5729548590,"Data Analyst, Product Analytics",Thomson Reuters,Data Analyst,Adzuna,R,Programming
adzuna_5731736225,Senior Business Data Analyst,Homewood Health,Data Analyst,Adzuna,R,Programming
adzuna_5731802686,"Data Analyst, Trust & Safety",Jobgether,Data Analyst,Adzuna,R,Programming
adzuna_5732298398,Data analyst - informatics and systems,Canpro Consulting Inc.,Data Analyst,Adzuna,R,Programming
adzuna_5728866718,Statistician/Data Analyst - Data Insights and Decision Support,General Motors,Data Analyst,Adzuna,R,Programming
adzuna_5720146986,Lead Data Analyst - Insurance domain,Cognizant,Data Analyst,Adzuna,R,Programming
adzuna_5729616897,"Senior Data Analyst, Fraud and Identity",Instacart,Data Analyst,Adzuna,R,Programming
adzuna_5732603855,"Senior Data Analyst, Fraud and Identity",Jobgether,Data Analyst,Adzuna,R,Programming
adzuna_5729706240,Data Analyst (6 Month Contract),Borden Ladner Gervais,Data Analyst,Adzuna,R,Programming
adzuna_5600389355,Senior Operations Data Analyst (Hybrid),Kardium,Data Analyst,Adzuna,R,Programming
adzuna_5722611145,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722611148,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722611141,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722611136,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722611132,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722611126,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722611140,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722606937,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5722605670,Metrics Data Analyst-Washington DC,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5732177770,Market Research & Data Analyst (Entry Level),Amrize,Data Analyst,Adzuna,R,Programming
adzuna_5731799706,"Data Analyst III, Business Reporting & Analytics",Canadian Tire Corporation,Data Analyst,Adzuna,R,Programming
adzuna_5729658046,"Data Engineering Analyst, Data Management",Loblaw Companies,Data Engineer,Adzuna,R,Programming
adzuna_5731801687,Job ID 31971: Fleet Quality Coordinator & Data Analyst,City of Hamilton,Data Analyst,Adzuna,R,Programming
adzuna_5732609555,"Senior Data Analyst - Activations, Next Best Action",PC Financial,Data Analyst,Adzuna,R,Programming
adzuna_5724375594,Sr RW Programmer/Sr Data Scientist/Analyst - Real World Data(US and UK Only),Syneos Health,Data Scientist,Adzuna,R,Programming
adzuna_5728552198,"Business System/Data Analyst (Tableau, Power BI, SQL)",Astra North Infoteck Inc.,Data Analyst,Adzuna,R,Programming
adzuna_5728552198,"Business System/Data Analyst (Tableau, Power BI, SQL)",Astra North Infoteck Inc.,Data Analyst,Adzuna,SQL,Programming
adzuna_5728552198,"Business System/Data Analyst (Tableau, Power BI, SQL)",Astra North Infoteck Inc.,Data Analyst,Adzuna,Tableau,Visualization
adzuna_5728552198,"Business System/Data Analyst (Tableau, Power BI, SQL)",Astra North Infoteck Inc.,Data Analyst,Adzuna,Power BI,Visualization
adzuna_5720146596,Business Analyst- Digital,Insight Global,Business Analyst,Adzuna,Git,Tools
adzuna_5728364721,Senior Business Analyst,Westland Insurance,Business Analyst,Adzuna,R,Programming
adzuna_5728497387,Product Business Analyst,Deluxe,Business Analyst,Adzuna,R,Programming
adzuna_5704266260,Senior Business Analyst,Insight Global,Business Analyst,Adzuna,R,Programming
adzuna_5712016359,Senior Business Analyst,Synechron,Business Analyst,Adzuna,R,Programming
adzuna_5730763531,Senior Business Analyst,Metrolinx,Business Analyst,Adzuna,R,Programming
adzuna_5730614825,Sr. Business Analyst,Jobgether,Business Analyst,Adzuna,R,Programming
adzuna_5731694981,Senior Business Analyst,TMX,Business Analyst,Adzuna,R,Programming
adzuna_5732610874,Business Analyst - Salesforce,Fidelity International,Business Analyst,Adzuna,R,Programming
adzuna_5713379835,Salesforce Business Analyst,Cognizant,Business Analyst,Adzuna,R,Programming
adzuna_5730084957,Senior Business Analyst,Vail Resorts,Business Analyst,Adzuna,R,Programming
adzuna_5727925988,Senior Business Analyst,Vail Resorts,Business Analyst,Adzuna,R,Programming
adzuna_5729679971,Sr. Business Analyst,Career Centre,Business Analyst,Adzuna,R,Programming
adzuna_5726176288,Business Analyst for Metal,BMO,Business Analyst,Adzuna,R,Programming
adzuna_5730593560,Senior Business Analyst,Long View Systems,Business Analyst,Adzuna,R,Programming
adzuna_5730672642,Senior Business Analyst,NAV CANADA,Business Analyst,Adzuna,R,Programming
adzuna_5731290297,"Business analyst, informatics",IMDS Software Inc.,Business Analyst,Adzuna,R,Programming
adzuna_5732610452,Senior Business Analyst,Iron Mountain,Business Analyst,Adzuna,R,Programming
adzuna_5732611595,Business Analyst Manager,Agnico Eagle,Business Analyst,Adzuna,R,Programming
adzuna_5732597945,Senior Business Analyst,Agnico Eagle,Business Analyst,Adzuna,R,Programming
adzuna_5710654316,ERP Business Analyst,W.W. Grainger,Business Analyst,Adzuna,R,Programming
adzuna_5729255499,Business Intelligence Analyst (Market Pricing),Farm Credit Canada,BI Analyst,Adzuna,R,Programming
adzuna_5729012737,Senior Salesforce Business Analyst,Astra North Infoteck Inc.,Business Analyst,Adzuna,R,Programming
adzuna_5730509501,"Senior Data Scientist, Model Validation",National Bank,Data Scientist,Adzuna,R,Programming
adzuna_5712977069,Data Scientist (Masters),Alignerr,Data Scientist,Adzuna,R,Programming
adzuna_5712977122,Data Scientist (Masters),Alignerr,Data Scientist,Adzuna,R,Programming
adzuna_5725355942,Junior Data Scientist,GIRO,Data Scientist,Adzuna,R,Programming
adzuna_5729545036,Senior Data Scientist,Intact Financial,Data Scientist,Adzuna,R,Programming
adzuna_5688288490,Marketing Data Scientist,Sage,Data Scientist,Adzuna,R,Programming
adzuna_5710656509,Data Science Manager,Deloitte,Other,Adzuna,R,Programming
adzuna_5732181946,Senior Data Scientist,Manulife,Data Scientist,Adzuna,R,Programming
adzuna_5714492623,Data Science Intern,Visier Job on T-Net,Other,Adzuna,R,Programming
adzuna_5672348168,Sr. Data Scientist,FutureFit AI,Data Scientist,Adzuna,R,Programming
adzuna_5714554596,Senior Data Scientist,Clio Job on T-Net,Data Scientist,Adzuna,R,Programming
adzuna_5692811885,Senior Data Scientist,Celestica,Data Scientist,Adzuna,R,Programming
adzuna_5713881757,"Senior Manager, Data Science",Numeris,Other,Adzuna,R,Programming
adzuna_5673418870,"Associate Director, Data Sciences",SOTI,Other,Adzuna,R,Programming
adzuna_5667935300,Sr. Data Scientist - GenAI,Manulife,Data Scientist,Adzuna,R,Programming
adzuna_5732538423,Senior Data Scientist - GenAI,Manulife,Data Scientist,Adzuna,R,Programming
adzuna_5732181917,Senior Data Scientist - GenAI,Manulife,Data Scientist,Adzuna,R,Programming
adzuna_5719847871,"Vice President, Data Scientist",BMO,Data Scientist,Adzuna,R,Programming
adzuna_5730757345,Staff Data Scientist - Risk,Jobgether,Data Scientist,Adzuna,R,Programming
adzuna_5731668162,Lead Data Scientist - Trading,Tabcorp,Data Scientist,Adzuna,R,Programming
adzuna_5730739431,Senior Data Scientist - Risk,Jobgether,Data Scientist,Adzuna,R,Programming
adzuna_5728343416,Staff Data Scientist - Risk,Shakepay,Data Scientist,Adzuna,R,Programming
adzuna_5728424582,Senior Data Scientist - Risk,Shakepay,Data Scientist,Adzuna,R,Programming
adzuna_5728354712,Senior Data Scientist - GenAI,Cover Genius,Data Scientist,Adzuna,R,Programming
adzuna_5414669853,Software Developer - Data Science,GoMaterials,Other,Adzuna,R,Programming
adzuna_5732597503,Senior Data Scientist II,LexisNexis,Data Scientist,Adzuna,R,Programming
adzuna_5730917542,Data Scientist – Machine Learning & GenAI,Recrute Action,Data Scientist,Adzuna,R,Programming
adzuna_5730917542,Data Scientist – Machine Learning & GenAI,Recrute Action,Data Scientist,Adzuna,Machine Learning,Machine Learning
adzuna_5684861689,"Sr. Data Scientist, Alexa Connections",Amazon,Data Scientist,Adzuna,R,Programming
adzuna_5689540216,Lead Data Scientist? - R&D,Mastercard,Data Scientist,Adzuna,R,Programming
adzuna_5542155713,Adjunct Faculty Member (Data Science),University of Fredericton,Other,Adzuna,R,Programming
adzuna_5728402875,"Senior Data Scientist, Predictive Modelling",Canadian Tire Corporation,Data Scientist,Adzuna,R,Programming
adzuna_5677746114,"Data Scientist, Private Brand Analytics","Amazon.com.ca, ULC",Data Scientist,Adzuna,R,Programming
adzuna_5713891982,"Sr. Data Scientist, Programmatic Algorithms",Impact.com,Data Scientist,Adzuna,R,Programming
adzuna_5730766591,Senior BI Performance Analyst,Metrolinx,Data Analyst,Adzuna,R,Programming
adzuna_5729054792,Développeur-Analyste BI,TOTEM Recruteur de talent,Data Analyst,Adzuna,R,Programming
adzuna_5722612425,Business Intelligence Analyst - Intermediate JP 915,P@thlion Staffing Careers,BI Analyst,Adzuna,R,Programming
adzuna_5722607684,Senior Business Insight Analyst - BI Reporting,Cognizant,Data Analyst,Adzuna,R,Programming
adzuna_5714826584,Data Architect,TSSA,Other,Adzuna,R,Programming
adzuna_5713891739,"Manager, Business Analytics",Ledcor,Other,Adzuna,R,Programming
adzuna_5713884503,"Manager, Business Analytics",Ledcor,Other,Adzuna,R,Programming
adzuna_5579628637,Senior Data Engineer,Datatonic,Data Engineer,Adzuna,R,Programming
adzuna_5709108506,"Sr. Specialist, Business Intelligence Analyst",L3Harris,BI Analyst,Adzuna,R,Programming
adzuna_5723868284,Power BI Developer,Cognizant,Other,Adzuna,R,Programming
adzuna_5723868284,Power BI Developer,Cognizant,Other,Adzuna,Power BI,Visualization
adzuna_5731096260,Sr. Business Intelligence Analyst,Visier Job on T-Net,BI Analyst,Adzuna,R,Programming
adzuna_5722611494,Business Intelligence Sr. Analyst,Newell Brands,BI Analyst,Adzuna,R,Programming
adzuna_5730615896,Senior Data Developer,Shannex,Other,Adzuna,R,Programming
adzuna_5723298956,Power BI Developer,Telesat,Other,Adzuna,R,Programming
adzuna_5723298956,Power BI Developer,Telesat,Other,Adzuna,Power BI,Visualization
adzuna_5714290281,Senior BI Developer / BI Team Lead - Remote,"NTT Data Americas, Inc.",Other,Adzuna,R,Programming
adzuna_5732609256,Senior Data Engineer - Consent,EXL,Data Engineer,Adzuna,R,Programming
adzuna_5730613159,Data Engineer,Gore Mutual Insurance,Data Engineer,Adzuna,R,Programming
adzuna_5730214032,Data Engineer,Gore Mutual Insurance,Data Engineer,Adzuna,R,Programming
adzuna_5729068030,Data Engineer,Gore Mutual Insurance,Data Engineer,Adzuna,R,Programming
adzuna_5713892429,Data Engineer,Remarcable,Data Engineer,Adzuna,R,Programming
adzuna_5730538959,Data Engineer,Canfor,Data Engineer,Adzuna,R,Programming
adzuna_5709107335,Data Engineer,"Bitsoft International, Inc",Data Engineer,Adzuna,R,Programming
adzuna_5713855899,Data Engineer,EQ Bank,Data Engineer,Adzuna,R,Programming
adzuna_5688288939,Data Engineer,Insight Global,Data Engineer,Adzuna,R,Programming
adzuna_5732182493,Data Engineer,Zurich NA,Data Engineer,Adzuna,R,Programming
adzuna_5732308907,Data Engineer,Actalent,Data Engineer,Adzuna,R,Programming
adzuna_5728358970,Data Engineer,Virtusa,Data Engineer,Adzuna,R,Programming
adzuna_5722610124,Data Engineer,Manulife,Data Engineer,Adzuna,R,Programming
adzuna_5730214416,Data Engineer,Armstrong Fluid Technology,Data Engineer,Adzuna,R,Programming
adzuna_5721272050,Data Engineer,Insight Global,Data Engineer,Adzuna,R,Programming
adzuna_5706638350,Data Engineer - Remote,YO HR Consultancy,Data Engineer,Adzuna,R,Programming
adzuna_5730504449,Lead Data Engineer,Two Circles,Data Engineer,Adzuna,R,Programming
adzuna_5706873142,"Data Engineer II, FO Data Engineering (SCDE)",Amazon Development Centre Canada ULC,Data Engineer,Adzuna,R,Programming
adzuna_5707989365,"Data Engineer II, FO Data Engineering (SCDE)",Amazon,Data Engineer,Adzuna,R,Programming
adzuna_5729985963,Senior Data Engineer,Miratech,Data Engineer,Adzuna,R,Programming
adzuna_5729985959,Senior Data Engineer,Miratech,Data Engineer,Adzuna,R,Programming
adzuna_5719844840,Data Engineer (Business Data),FreshBooks,Data Engineer,Adzuna,R,Programming
adzuna_5729621219,Junior Data Engineer,Innovation Federal Credit Union Careers,Data Engineer,Adzuna,R,Programming
adzuna_5733460709,Senior Data Engineer,BDO Canada,Data Engineer,Adzuna,R,Programming
adzuna_5695307148,Senior Data Engineer,Burgeon IT Services,Data Engineer,Adzuna,R,Programming
adzuna_5724909408,Senior Data Engineer,Insight Global,Data Engineer,Adzuna,R,Programming
adzuna_5732302725,Lead Data Engineer,Two Circles,Data Engineer,Adzuna,R,Programming
adzuna_5731297922,Senior Data Engineer,Total Performance Consulting,Data Engineer,Adzuna,R,Programming
adzuna_5710629635,Senior Data Engineer,CI Financial,Data Engineer,Adzuna,R,Programming
adzuna_5692812096,Data Engineer - INDIA,Insight Global,Data Engineer,Adzuna,R,Programming
adzuna_5673715482,Senior Data Engineer,FGF,Data Engineer,Adzuna,R,Programming
adzuna_5723868568,Data Engineer III,TD Bank,Data Engineer,Adzuna,R,Programming
adzuna_5733460493,Senior Data Engineer,Optum,Data Engineer,Adzuna,R,Programming
adzuna_5727908112,Senior Data Engineer,Alpaca,Data Engineer,Adzuna,R,Programming
adzuna_5731768443,ML Data Engineer,Newfold Digital,Data Engineer,Adzuna,R,Programming
adzuna_5704755597,"Specialist, Data Engineering",Cogeco,Data Engineer,Adzuna,R,Programming
adzuna_5730644760,Senior Data Engineer,Fullscript,Data Engineer,Adzuna,R,Programming
adzuna_5728406406,AWS Data Engineer,Virtusa,Data Engineer,Adzuna,R,Programming
adzuna_5728406406,AWS Data Engineer,Virtusa,Data Engineer,Adzuna,AWS,Cloud
adzuna_5729596626,Senior Data Engineer,Jobgether,Data Engineer,Adzuna,R,Programming
adzuna_5713852618,Senior Data Engineer,Asana,Data Engineer,Adzuna,R,Programming
adzuna_5728353437,Data Engineering Intern,Super.com,Data Engineer,Adzuna,R,Programming
adzuna_5689539538,Sr Data Engineer,Insight Global,Data Engineer,Adzuna,R,Programming
adzuna_5729690315,Staff Data Engineer,Syndio,Data Engineer,Adzuna,R,Programming
adzuna_5731747966,Staff Data Engineer,CookUnity,Data Engineer,Adzuna,R,Programming
adzuna_5730211182,Junior Data Engineer,Tutela Technologies LTD,Data Engineer,Adzuna,R,Programming
adzuna_5710628134,Senior Data Engineer,TJMaxx,Data Engineer,Adzuna,R,Programming
adzuna_5723868499,Data Engineering Lead,Sanofi Group,Data Engineer,Adzuna,R,Programming
adzuna_5730219277,Data Engineer II,Tutela Technologies LTD,Data Engineer,Adzuna,R,Programming
adzuna_5732597767,Senior Data Engineer,Knak,Data Engineer,Adzuna,R,Programming
adzuna_5707989970,"Analyst, Retention Analytics","McAfee, Inc.",Data Analyst,Adzuna,R,Programming
adzuna_5725359772,Senior Analyst - Reporting and Analytics,Enercare,Data Analyst,Adzuna,R,Programming
adzuna_5728717630,Analyst & Administrator,Bantrel Co.,Data Analyst,Adzuna,R,Programming
adzuna_5732606431,"Analyst, Business Analytics (18 Months Fixed Term)",Canadian Imperial Bank of Commerce,Data Analyst,Adzuna,R,Programming
adzuna_5692517263,"Analyst, Retail Prices",RONA,Data Analyst,Adzuna,R,Programming
adzuna_5731795613,Associate Analyst – Retail Pricing and Analytics,Sunoco LP,Data Analyst,Adzuna,R,Programming
adzuna_5731302812,Associate Analyst - Retail Pricing and Analytics,Parkland,Data Analyst,Adzuna,R,Programming
adzuna_5731303394,Associate Analyst - Retail Pricing and Analytics,Parkland,Data Analyst,Adzuna,R,Programming
adzuna_5730418782,"Senior Analyst, CS Strategy and Analytics",Clio Job on T-Net,Data Analyst,Adzuna,R,Programming
adzuna_5730740634,Analyst – Credit Portfolio & Capital Analytics,Bank of Montreal,Data Analyst,Adzuna,R,Programming
adzuna_5727906817,Bilingual Business Analyst (French),Sodales Solutions,Business Analyst,Adzuna,R,Programming
adzuna_5730752294,Corporate Actions & Security Master – Senior Analyst,SGGG Fund Services Inc,Data Analyst,Adzuna,R,Programming
adzuna_5732611821,Marketing Coordinator,Kinark,Other,Adzuna,R,Programming
adzuna_5730833223,Workday Analyst,Charger Logistics Inc,Data Analyst,Adzuna,R,Programming
adzuna_5730833221,HR Reporting Analyst,Charger Logistics Inc,Data Analyst,Adzuna,R,Programming
adzuna_5728147208,SAP BODS Developer,J M Group Inc,Other,Adzuna,R,Programming
adzuna_5728459112,Total Rewards Analyst,AtkinsRéalis,Data Analyst,Adzuna,R,Programming
adzuna_5733460513,Trade Promo Analyst,Philips,Data Analyst,Adzuna,R,Programming
adzuna_5709746673,Senior Financial Analyst,Swim Recruiting,Data Analyst,Adzuna,R,Programming
adzuna_5715364094,Product Analyst,"McAfee, Inc.",Data Analyst,Adzuna,R,Programming
adzuna_5732603523,Real Estate Accounting Analyst,Belron,Data Analyst,Adzuna,R,Programming
adzuna_5730146525,Senior Project Manager — Backbase,Aequilibrium Software Inc.,Other,Adzuna,R,Programming
adzuna_5724630955,Analyst - Business Process,Great Canadian Gaming Corp.,Data Analyst,Adzuna,R,Programming
adzuna_5731705278,Intelligence Trainer (Contractor),H2 Analytics,Other,Adzuna,R,Programming
adzuna_5731295680,Senior Project Manager  Backbase,Aequilibrium Software Inc.,Other,Adzuna,R,Programming
adzuna_5729556460,Senior Financial Analyst/Financial Analyst,CGI,Data Analyst,Adzuna,R,Programming
adzuna_5732565245,Retail Customer Business Specialist & Analyst,Drive Devilbiss Healthcare,Data Analyst,Adzuna,R,Programming
adzuna_5730222217,Retail Customer Business Specialist & Analyst,Drive Medical,Data Analyst,Adzuna,R,Programming
adzuna_5728866132,Chemist - Quality Control,Bausch Health,Other,Adzuna,R,Programming
adzuna_5723868402,"Business Insights Manager, Operational Analytics",Manulife,Other,Adzuna,R,Programming
adzuna_5723868418,"Business Insights Manager, Operational Analytics",Manulife,Other,Adzuna,R,Programming
adzuna_5684862714,"Senior Analyst, Affinity",WTW,Data Analyst,Adzuna,R,Programming
adzuna_5728589529,Affiliate Growth Manager,ENDY,Other,Adzuna,R,Programming
adzuna_5716656310,Bus Intelligence Analyst 1- Full-Time- Hybrid-Downsview,Serco,Data Analyst,Adzuna,R,Programming
adzuna_5724910009,Lead Piping Analysis Engineer,GE Vernova,Other,Adzuna,R,Programming
adzuna_5724910006,Piping Analysis Engineer,GE Vernova,Other,Adzuna,R,Programming
adzuna_5733428063,"Senior Director, Network Strategy & Analytics",Royal Bank of Canada,Other,Adzuna,R,Programming
adzuna_5710656514,"Senior Consultant / Consultant, Fraud Management",Deloitte,Other,Adzuna,R,Programming
pythonorg_ai/ml_systems_engineer_(1_month_contract),AI/ML Systems Engineer (1 month contract),New AI/ML Systems Engineer (1 month contract) OnePointFive,Machine Learning,Python.org Scrape,R,Programming
